-804415.390000000	980549.380000000	843.100000000000
-804324.820000000	980521.150000000	838.770000000000
-804304.930000000	980469.490000000	842.730000000000
-804295.360000000	980507.390000000	839.430000000000
-804285	980528.820000000	836.740000000000
-804268.640000000	980489.930000000	840.330000000000
-804253.990000000	980483.320000000	841.640000000000
-804234.150000000	980454.770000000	844.090000000000
-804227.440000000	980501.380000000	840.850000000000
-804206.580000000	980462.200000000	844.440000000000
-804329.230000000	981092.900000000	725.950000000000
-804319.980000000	981130.590000000	720.390000000000
-804301.960000000	981042.010000000	730.550000000000
-804297.190000000	981050.310000000	731.440000000000
-804302.730000000	981184.520000000	709.410000000000
-804286.580000000	981072.810000000	730.750000000000
-804284.020000000	981142.290000000	714.590000000000
-804277.680000000	981171.440000000	711.480000000000
-804261.950000000	981041.910000000	747.530000000000
-804260.930000000	981118.330000000	733.420000000000
-804256.990000000	981183.690000000	719.450000000000
-804245.410000000	981139.930000000	736.330000000000
-804236.710000000	981115.510000000	749.630000000000
-804228.790000000	981167.740000000	736.300000000000
-804220.550000000	981183.990000000	736.820000000000
-804211.380000000	981158.530000000	744.970000000000
-804202.890000000	981127.590000000	760.190000000000
-804194.880000000	981123.670000000	765.660000000000
-804183.460000000	981052.360000000	790.140000000000
-804179.160000000	981095.350000000	779.690000000000
-804174.430000000	981128.830000000	773.130000000000
-804163.420000000	981088.680000000	789.690000000000
-804163.500000000	981197.770000000	756.050000000000
-804269	981431.020000000	663.210000000000
-804188.740000000	981444.530000000	663.810000000000
-804319.690000000	981338.240000000	689.090000000000
-804300.610000000	981323.330000000	682.360000000000
-804279.600000000	981226.260000000	700.400000000000
-804278.050000000	981275.370000000	694.870000000000
-804265.180000000	981217.910000000	707.360000000000
-804266.060000000	981282.730000000	696.590000000000
-804255.770000000	981228.410000000	711.480000000000
-804255.740000000	981327.800000000	689.570000000000
-804245.870000000	981292.910000000	698.800000000000
-804242.970000000	981339.540000000	689.640000000000
-804233.960000000	981308.930000000	699.960000000000
-804219.770000000	981209.600000000	731.030000000000
-804222.160000000	981340	699.620000000000
-804209.980000000	981292.600000000	713.070000000000
-804204.380000000	981299.440000000	714.620000000000
-804204.820000000	981422.060000000	677.540000000000
-804184.220000000	981232.160000000	738.240000000000
-804185.380000000	981415.280000000	674.520000000000
-804177.310000000	981385.120000000	688.530000000000
-804164.170000000	981284.530000000	732.790000000000
-804325.180000000	980558.780000000	833.030000000000
-804320.300000000	980550.770000000	833.750000000000
-804321.180000000	980623.420000000	809.940000000000
-804320.070000000	980709.350000000	775.530000000000
-804312.190000000	980617.070000000	815.910000000000
-804313.090000000	980739.010000000	770.180000000000
